,album,artist,duration_ms,energy,genredanceability,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,track_id,track_name,valence
3034,Still Bitter Still Cold,Lionheart,172333,0.943,,0.0363,4,0.658,-5.713,0,28.0,0.059,93.857,4,5DssqMdko81n66nPDvjZEA,Still Bitter Still Cold - Live,0.21
3035,Colony of Birchmen,Mastodon,168947,0.955,,0.112,5,0.327,-6.089,1,15.0,0.102,68.862,4,6Adb3qxgJgwCmtLd2ABIZp,Iron Tusk - Live,0.407
3036,"Teacher, Teacher! (Live)",Jinjer,356750,0.98,,0.0104,2,0.721,-4.544,0,34.0,0.188,104.318,3,7D0dUTKPQOwv5d59sUg6B2,"Teacher, Teacher!",0.174
3037,Brand New Day - METAL GALAXY WORLD TOUR IN JAPAN EXTRA SHOW,BABYMETAL,324006,0.814,,0.532,7,0.906,-8.46,1,43.0,0.0379,105.037,4,1XSqBBipf4iToIvK1l5aG7,Brand New Day - METAL GALAXY WORLD TOUR IN JAPAN EXTRA SHOW,0.167
3038,Castaway/Genesis (live in London 2019),Devin Townsend,482565,0.732,,0.000103,9,0.686,-11.465,1,23.0,0.165,133.004,4,4p1xF1OBB1nuk6InfKGBg6,Castaway/Genesis - live in London 2019,0.147
3039,Live At The Roundhouse,Northlane,223493,0.925,,0.0237,6,0.723,-3.833,1,33.0,0.0803,97.484,4,7ouNtbBuVSgutRZsB7lp2j,Bloodline - Live,0.335
3040,Viva La Victoria (Live),Eclipse,229760,0.926,,0.000402,1,0.952,-8.664,0,26.0,0.0463,134.996,4,0pTXZ2xcY1D5wiqeenlAQF,Viva La Victoria - Live,0.435
3041,Moth Into Flame (Live),Metallica,377800,0.943,,0.0115,8,0.775,-8.036,1,39.0,0.067,93.584,4,6jV9oF4qM6s508keoLXZfX,Moth Into Flame - Live,0.209
3042,Medium Rarities,Mastodon,232536,0.958,,0.478,7,0.921,-5.934,1,34.0,0.0883,95.019,4,5EqIkSeK0KQYnYUkvPpa1t,Blood & Thunder - Live,0.374
3043,Live From The Artists Den,Soundgarden,233835,0.875,,0.0761,7,0.931,-10.07,1,30.0,0.045,99.968,4,0Tl9v458i4pvw5QyfI9zL1,Spoonman - Live From The Artists Den,0.534
3044,The Sickness (20th Anniversary Edition),Disturbed,283559,0.921,,0.000507,5,0.755,-4.84,0,27.0,0.0814,89.968,4,2ieMTkzxy2BM0Uz1MKbOOu,Down with the Sickness - Live,0.587
3045,Phantom Divine (Shadow Empire),Kamelot,244033,0.921,,2.18e-06,6,0.936,-6.426,0,28.0,0.0532,173.044,3,7HFDcpQqmHFojKJPoXU65j,Phantom Divine (Shadow Empire) - Live from the 013,0.395
3046,Draconian Times MMXI (Live),Paradise Lost,467760,0.839,,0.0152,7,0.965,-7.451,0,28.0,0.0526,116.755,4,2kFx2zt0wVSlaxCJxbQuAf,Enchantment (live in London 2011),0.164
3047,The Pursuit of Vikings (Live at Summer Breeze),Amon Amarth,411413,0.937,,0.301,6,0.329,-8.129,1,32.0,0.0607,110.006,4,0zGtuJ4qjyQ3V9HVoUi0HR,Twilight of the Thunder God - Live at Summer Breeze,0.085
3048,All Within My Hands (Live) / Nothing Else Matters (Live),Metallica,399600,0.648,,0.00152,3,0.977,-8.703,0,45.0,0.0349,75.465,3,77yTLA5l4FQwJjWg6BTwuL,Nothing Else Matters - Live,0.0907
3049,One More Light Live,Linkin Park,228187,0.89,,0.0,3,0.912,-6.637,0,48.0,0.15,104.838,4,2lWX5GTGfy6QGkwOzJORBC,In the End - One More Light Live,0.287
3050,The Last Tour On Earth,Marilyn Manson,270227,0.982,,0.00122,6,0.966,-5.196,0,36.0,0.189,143.913,4,6vt0Uq7AJGn8oxYrGfM38D,The Beautiful People - Live Version (Explicit),0.0422
3051,Spookshow International Live,Rob Zombie,310747,0.967,,0.00155,5,0.964,-4.265,1,30.0,0.132,125.032,4,2E0clx4PWxC7StT57YAvxI,Dragula - Live,0.256
3052,Cannibal Killers Live,Static-X,162787,0.868,,0.00304,0,0.966,-6.585,1,25.0,0.0463,150.119,4,79w2F7WVqlyzFAe6G09iAH,Push It - Live,0.429
3053,I Am the Hurricane,Dee Snider,212600,0.963,,0.0,5,0.976,-4.789,0,22.0,0.078,86.988,4,5s77eDMNwNv0uAWXoMzYP5,I Am the Hurricane - Live,0.285
3054,Sanctified with Dynamite (Live),Powerwolf,375705,0.879,,6.53e-05,6,0.901,-5.564,0,26.0,0.0847,85.224,4,04TNzm0i0qG7ttD0STEDEk,Sanctified with Dynamite - Live,0.279
3055,Stairway to the Stars (Live),Blue Öyster Cult,235283,0.914,,0.0377,9,0.977,-4.97,1,24.0,0.0674,170.814,4,3uaaX76vm6nXAD6lkf4Zdh,Stairway to the Stars - Live,0.675
3056,The Attack of the Dead Men (Live in Moscow),Sabaton,273960,0.947,,0.00954,7,0.956,-7.949,0,41.0,0.0777,115.972,4,3369M8iINeSHtzblni1S0u,The Attack of the Dead Men - Live In Moscow,0.105
3057,Live In Paris,Rise Of The Northstar,276752,0.878,,0.155,8,0.247,-7.423,1,29.0,0.0589,105.086,4,0gl29TwKsqIaPAyOtFAql2,Here Comes the Boom - Live,0.187
3058,23 Live At Brixton Academy,Frank Carter & The Rattlesnakes,278813,0.963,,0.0324,1,0.949,-7.749,0,24.0,0.253,183.481,3,0qTW3vjYVpK45nW1Zi7IfX,Lullaby - Live,0.1
3059,Ceremony And Devotion,Ghost,263640,0.987,,0.0119,5,0.759,-4.507,1,40.0,0.0898,130.011,4,60VMARB1YUd5uVRGWNA8Pz,Square Hammer - Live In The U.S.A. / 2017,0.352
3060,Live in Seattle: 05.28.2018,Power Trip,254997,0.988,,0.338,5,0.536,-5.767,1,36.0,0.0946,87.69,4,1Ylqy0nyNNHktpsxVrwMtx,Executioner's Tax (Swing of the Axe) - Live,0.218
3061,A Decade of Delain – Live at Paradiso,Delain,431040,0.828,,0.00167,4,0.835,-7.446,1,26.0,0.0629,143.767,4,0yos6NHIt5CrjrCC71MDjh,We Are the Others,0.182
3062,Let Us Burn: Elements & Hydra Live in Concert,Within Temptation,265773,0.929,,1.23e-06,9,0.972,-4.518,1,31.0,0.0552,119.986,4,5vrfcjK6iRRnsFJKQMC0Sx,Faster - Elements Live in Concert,0.369
3063,Decades: Live in Buenos Aires,Nightwish,294947,0.875,,0.000363,0,0.559,-8.003,0,37.0,0.102,127.973,4,79XmoXd4R93ON8abF2rxof,Nemo - Live,0.262
3064,Live Cannibalism,Cannibal Corpse,285960,0.996,,0.24,3,0.657,-5.994,0,30.0,0.218,105.76,4,3uWh9MUpPfTBb6bPR4IgXi,Hammer Smashed Face,0.0351
3065,Monkey Puss (Live in London),Entombed,452400,0.933,,0.804,7,0.859,-8.7,1,19.0,0.0801,120.102,4,4VW0TucKdIuN7A4wHCAXcc,Left Hand Path,0.13
3066,Ceremony And Devotion,Ghost,359840,0.913,,0.00339,0,0.698,-5.545,0,35.0,0.0396,89.995,4,5iFK3vOruZhfF1VulSvA1A,Cirice - Live In The U.S.A. / 2017,0.267
3067,Dead (Live),Obituary,306733,0.963,,0.736,9,0.842,-5.671,1,25.0,0.126,141.723,4,1pF8ohpx3rOoURiBsG8OgG,Slowly We Rot - Live,0.0638
3068,Eine Kleine Nachtmusik,Venom,211533,0.945,,0.0996,7,0.88,-10.612,1,24.0,0.0549,95.277,4,7rrBfk8eHEoz26dLXa1NHx,Black Metal - Live,0.0725
3069,Requiem (Live At Roadburn 2019) (with Metropole Orkest),Triptykon,394549,0.838,,0.000861,2,0.406,-9.462,0,27.0,0.0589,80.094,4,2gL6BUgGipgPg4Eo0k1p6V,"Rex Irae (with Metropole Orkest) - Requiem, Chapter One: Overture - Live at Roadburn 2019",0.112
3070,The End (Live),Black Sabbath,286360,0.913,,0.678,10,0.623,-6.489,1,41.0,0.0577,78.765,4,6BnJWV7mFjZoZR8JPl1ybE,Paranoid - Live,0.289
3071,Songs for the Dead: Live at Graspop Metal Meeting,King Diamond,320599,0.885,,0.0841,9,0.981,-10.952,1,26.0,0.0628,143.49,4,6PzmDWOBDy2nymSvIZ3sIp,Abigail - Live at Graspop,0.457
3072,Symphonic Terror (Live at Wacken 2017),Accept,476362,0.855,,0.00531,4,0.966,-6.754,1,34.0,0.0511,117.989,4,5iMUXH82rpqUTQiKe46Vaa,Balls to the Wall - Live in Wacken 2017,0.351
3073,Double Live Assassins,W.A.S.P.,363067,0.994,,0.135,5,0.97,-5.111,0,26.0,0.115,149.121,4,6j1EuUqqOwdS4bD1enJVVn,Wild Child - Live,0.0621
3074,Trouble In Tulsa (Live 1984),Quiet Riot,427952,0.819,,0.00953,11,0.929,-11.091,0,24.0,0.16,78.697,4,5kXTgFUJqbVkGdEueo3wqE,Cum On Feel The Noize - Live 1984,0.225
3075,Tokyo Dome in Concert,Van Halen,224511,0.956,,0.00353,8,0.927,-5.753,1,40.0,0.0604,94.11,4,1yzCrk8f2xOYxK10gA3doJ,"Runnin' with the Devil - Live at the Tokyo Dome June 21, 2013",0.477
3076,Classics Live II,Aerosmith,278733,0.969,,0.527,0,0.993,-7.888,1,23.0,0.105,124.695,4,70v9T0jWrn53KCTqjyEMxk,"Back In The Saddle - Live at the Orpheum Theatre, Boston, MA - Dec. 1984",0.231
3077,PARIS (LIVE),Rammstein,285067,0.928,,0.151,2,0.897,-8.23,1,47.0,0.104,75.03,4,4eUGuSFHlY7hdQxy99Klb1,SONNE - LIVE,0.14
3078,Purgatory Unleashed - Live At Wacken,At The Gates,192653,0.994,,0.014,11,0.963,-6.116,0,23.0,0.166,78.166,4,12KEFdq3CBokaN4vnwyEnE,Slaughter of the Soul,0.0936
3079,"Spitting Fire Live, Vol. 1",High On Fire,267413,0.969,,0.873,1,0.98,-7.449,1,15.0,0.0864,166.0,4,0GYpd3ZehYnzw7QsRVJAnh,Speedwolf - Live,0.149
3080,Live at Wembley,BABYMETAL,314667,0.998,,0.913,4,0.975,-2.88,1,22.0,0.195,110.024,4,6zir14vBg0b74bnHTz757h,Gimme Chocolate!! - Live at Wembley,0.15
3081,The 119 Show - Live In London,Lacuna Coil,288919,0.734,,0.0619,2,0.927,-4.705,0,26.0,0.0346,128.094,4,4nK6NINOdZ57hP8cqqk3zH,Comalies - The 119 Show - Live in London,0.194
3082,20 Years Strong | River Runds Red: Live in Brussels,Life Of Agony,136107,0.993,,0.56,7,0.894,-2.983,1,1.0,0.299,82.242,4,1yMkFH4DdasToGJx1d02ro,River Runs Red,0.0887
3083,Under a Pale Grey Sky (Live),Sepultura,217800,0.975,,0.00421,6,0.213,-5.186,1,33.0,0.196,87.943,3,0yXceEBwQqXHohjdGSUA42,Roots Bloody Roots - Live,0.157
3084,PARIS (LIVE),Rammstein,257920,0.961,,0.0414,11,0.995,-7.723,0,45.0,0.0784,125.044,4,0qrwXiw0o8aoXHbaqSAAzz,DU HAST - LIVE,0.211
3085,The Ophidian Trek (Live),Meshuggah,308093,0.961,,0.906,10,0.697,-6.822,0,29.0,0.134,148.032,4,726wXTxlZZV12byWyRHYLq,New Millennium Cyanide Christ - Live,0.316
3086,Live At Wacken,Danko Jones,215880,0.858,,2.33e-05,8,0.611,-4.916,1,24.0,0.108,77.015,4,3EXLghShiJmcbfopmop1fR,First Date - Live,0.722
3087,Garden of the Titans (Opeth Live at Red Rocks Amphitheatre),Opeth,728480,0.926,,0.269,9,0.703,-6.711,0,32.0,0.155,96.352,3,5fwFmilOLOabWs4xlgVwtE,Ghost of Perdition - Live,0.123
3088,Diary of a Mad Band (Live),DOWN,449747,0.828,,0.00254,4,0.901,-5.526,1,23.0,0.0732,98.223,4,3e2PFuVGmAUDbZii7JDI2g,Stone the Crow - Live,0.293
3089,Let's Boogie! (Live from Telia Parken),Volbeat,345988,0.915,,0.382,9,0.479,-7.359,0,39.0,0.0786,146.969,4,4mJsaBYZkrZjEANxUs7sdb,The Devil's Bleeding Crown - Live from Telia Parken,0.191
3090,Live at the Brixton Academy,Faith No More,295040,0.862,,0.016,0,0.895,-11.996,1,33.0,0.0783,90.741,4,0RDnBYVDuBrijBt3TtO74X,Epic - Live,0.227
3091,System Of A Down,System Of A Down,147640,0.958,,0.000384,1,0.536,-2.919,1,43.0,0.231,138.323,4,33Wqw2Q3WILtUk7Pnsi3du,"Sugar - Live at Irving Plaza, NYC, NY - January 1999",0.49
3092,Opiate,TOOL,249200,0.965,,0.174,2,0.585,-5.565,1,44.0,0.133,180.63,4,7ajn3mKu2DP8CoqzpHEr1d,Cold And Ugly - Live,0.138
3093,"By The People, For The People",Mudvayne,267587,0.996,,0.117,0,0.951,-4.23,0,23.0,0.143,150.214,4,3ddcQuHDA2JPiRU1PyAIMT,"Dig - Live at Candlestick Park, San Francisco, CA - August 2003",0.0332
3094,War is the Answer,Five Finger Death Punch,220320,0.967,,0.0,4,0.886,-3.551,1,30.0,0.0519,136.007,4,5ooujjEte6X4tU2MLeOhhQ,Walk Away (Live),0.211
3095,"Live From Brixton: Chapter Two, Night One",Bullet For My Valentine,341493,0.989,,0.000173,1,0.633,-4.315,1,33.0,0.116,134.112,4,23N8IMDYvf1vcpsfhrStkE,Your Betrayal - Live,0.149
3096,Live At Wacken 2013,Various Artists,276733,0.974,,0.175,1,0.941,-5.404,1,26.0,0.112,168.662,4,2hesp3mFArR0tINUkVoWqo,Brave This Storm - Live At Wacken 2013,0.28
3097,The Tokyo Showdown (Live in Japan 2000),In Flames,271093,0.89,,0.121,3,0.49,-6.21,1,25.0,0.0452,104.969,4,6iy4A0B8aHCcXINcCS6NPG,Only for the Weak - Live,0.474
3098,For The Lions,Hatebreed,247560,0.975,,0.235,1,0.36,-4.162,1,25.0,0.168,115.777,4,5LospIgsQWCq1CUvB9WiF0,Destroy Everything - Live In Dallas,0.277
3099,Killadelphia,Lamb of God,230200,0.994,,0.0085,2,0.66,-3.18,1,33.0,0.165,103.659,3,2JpPpBf4oF7TiyQbniSsuf,Laid to Rest - Live Album Version,0.231
3100,The Undying Light (Live 1995),Dokken,397467,0.858,,0.248,9,0.973,-4.261,1,23.0,0.0983,74.404,4,4qRcwodp0VcJnzFy3dPha8,Kiss Of Death - Live 1995,0.382
3101,Carnival of Sins (Live),Mötley Crüe,226800,0.992,,0.784,7,0.851,-4.79,0,37.0,0.167,103.639,4,25YoAvg7VBZM0y2ed1cldc,Shout At The Devil,0.114
3102,A Paranormal Evening at the Olympia Paris,Alice Cooper,527122,0.921,,0.00017,1,0.918,-6.696,1,31.0,0.0807,132.692,4,3RwPrvOTPNDndsniyilReJ,School's Out - Live,0.257
3103,Knives Out (Live 1984),Twisted Sister,686617,0.85,,0.000368,1,0.944,-9.439,1,26.0,0.445,119.425,4,3pGIcpucFW4XaF6dBqeiOB,I Wanna Rock - Live 1984,0.178
3104,"The Infinite Live Recordings, Vol. 1",Deep Purple,400388,0.946,,0.0155,7,0.982,-6.338,1,30.0,0.105,117.459,4,4x1dNqrEu6ijmzxJaAciN9,Smoke on the Water - Live at Hellfest 2017,0.426
3105,London Apocalypticon (Live),Kreator,356735,0.994,,0.0641,2,0.638,-4.279,1,29.0,0.184,113.676,4,00fDW9m72WtCq5F190bdbq,Enemy of God - Live,0.121
3106,Kings Among Scotland (Live),Anthrax,372724,0.936,,0.0097,3,0.959,-7.703,0,25.0,0.102,99.826,4,4D2IcW2PE9e2WQPECnulUy,Caught in a Mosh - Live,0.258
3107,Disarm the Descent (Special Edition),Killswitch Engage,234187,0.984,,0.168,8,0.944,-4.088,1,30.0,0.085,95.784,3,22P4XTWj0cIDBNfl4o726Z,"My Curse - Live, 2012",0.129
3108,Machine Fucking Head Live,Machine Head,459160,0.988,,0.0241,11,0.742,-5.317,0,26.0,0.222,121.096,4,1UQXpMSm5qCKAbhIiZn8SC,Locust - Live 2012,0.0392
3109,Live in the LBC,Avenged Sevenfold,363560,0.956,,0.00154,0,0.954,-7.201,1,43.0,0.125,124.974,4,780voClLvwbE1eSatqXaep,Bat Country - Live,0.285
3110,Live And Inspired,Godsmack,297880,0.912,,0.00125,0,0.397,-5.758,1,25.0,0.0832,178.234,4,4wEelghF7CfoDIwgKnvAGn,I Stand Alone - Live,0.188
3111,Disturbed - Live at Red Rocks,Disturbed,281227,0.994,,0.444,7,0.919,-3.536,1,33.0,0.257,179.957,4,1GJe2X5vm4AHAZMhriqR5r,Indestructible - Live at Red Rocks,0.158
3112,Viva The Underdogs,Parkway Drive,317685,0.959,,0.0224,6,0.991,-5.927,1,39.0,0.16,111.244,4,2Wov8lichNGIGtByh09J0w,Wild Eyes - Live at Wacken,0.311
3113,Protect The Land / Genocidal Humanoidz,System Of A Down,155287,0.996,,7.21e-05,1,0.311,-2.086,0,72.0,0.213,102.944,4,3Sg3bOiD0kE4D5DcXk48Ds,Genocidal Humanoidz,0.0977
3114,The Triumph of King Freak (A Crypt of Preservation and Superstition),Rob Zombie,247040,0.919,,0.178,2,0.0833,-5.467,1,62.0,0.0568,99.972,4,5mf3p8pyhLHoS4EWeD354I,The Triumph of King Freak (A Crypt of Preservation and Superstition),0.383
3115,Teardrops,Bring Me The Horizon,215004,0.916,,0.0,7,0.36,-3.323,1,76.0,0.108,96.051,4,3aniWcwiiYKHpm3F5TdeKD,Teardrops,0.401
3116,Animals,Architects,244365,0.759,,0.02,1,0.073,-3.842,0,72.0,0.0319,95.01,4,1Td7TGT1XtK2ojUjz1mGUV,Animals,0.293
3117,SLEEPS SOCIETY,While She Sleeps,201252,0.947,,1.63e-05,2,0.312,-4.175,1,64.0,0.23,85.044,4,5LteMwtmnx3IOCihvyO4v0,SLEEPS SOCIETY,0.319
3118,Dealing with Demons I,DevilDriver,259930,0.955,,8.16e-05,2,0.112,-6.308,0,42.0,0.157,132.431,4,4hsnKFw5DGiY6P9CCqDz5Q,Wishing,0.303
3119,Archangel,Amaranthe,203373,0.967,,0.00142,0,0.089,-7.104,1,49.0,0.0666,180.027,4,28aQT80RVsVsD1X98WCew1,Archangel,0.227
3120,Protect The Land / Genocidal Humanoidz,System Of A Down,307645,0.886,,4.74e-05,8,0.338,-3.991,1,75.0,0.0341,76.04,4,11ajcVj3qSyyMPUpTJUP3y,Protect The Land,0.248
3121,Hellbilly Deluxe,Rob Zombie,222827,0.963,,0.000107,0,0.0781,-6.489,0,73.0,0.0531,125.03,4,6Nm8h73ycDG2saCnZV8poF,Dragula,0.609
3122,Evangelion,Behemoth,267320,0.978,,0.646,1,0.0268,-4.34,1,43.0,0.084,129.994,4,7fire0gDtWtq39qQLJVfev,Ov Fire and the Void,0.13
3123,Tū,Alien Weaponry,395500,0.926,,0.0056,6,0.189,-6.713,1,48.0,0.102,90.956,4,0YWyKtLAlmVjryfY6CSxYE,Kai Tangata,0.142
3124,Reinventing The Steel - 20th Anniversary Deluxe Edition (Terry Date Mix),Pantera,316129,0.987,,0.000504,5,0.355,-2.421,0,49.0,0.255,89.382,4,2ZDpLMQHTZPEN05gQMPbDs,Revolution Is My Name - 2020 Terry Date Mix,0.225
3125,End of the Attention Span,Armored Saint,313355,0.99,,3.12e-05,8,0.172,-4.444,1,54.0,0.17,191.99,4,0LtZ0J7wBewtpjA6w98MlC,End of the Attention Span,0.151
3126,Deconstructing Self-Destruction,Killer Be Killed,273435,0.988,,0.0056,7,0.587,-3.747,1,52.0,0.163,89.797,4,2KjMWAtmj3nIICFv6Gfqdg,Deconstructing Self-Destruction,0.123
3127,Terminal Velocity,John Petrucci,430213,0.96,,0.497,4,0.114,-5.308,0,52.0,0.088,133.245,3,4DkdmrJ1P8v1PFZrBZIuoV,Temple Of Circadia,0.317
3128,Annihilation,Fit For A King,190549,0.96,,0.0106,7,0.343,-4.889,1,53.0,0.0584,91.026,4,4ugsTxjvUc7iGuY1fMNWzO,Annihilation,0.405
3129,Snowblood,ERRA,253680,0.983,,0.0148,11,0.0763,-3.186,1,58.0,0.125,125.017,4,5SIVBEbFY1e3L2ri0DWR4h,Snowblood,0.359
3130,Opening Fire: 2008-2014,Power Trip,257695,0.979,,0.204,9,0.0644,-3.963,0,44.0,0.184,169.925,4,430VZGvjBfWzjVf0vZkbb8,Divine Apprehension,0.153
3131,Talk To Me (feat. Lzzy Hale),Apocalyptica,208021,0.877,,0.0,2,0.222,-5.865,0,59.0,0.0602,177.928,4,00i9VF7sjSaTqblAuKFBDO,Talk To Me (feat. Lzzy Hale),0.403
3132,Bill & Ted Face The Music (Original Motion Picture Soundtrack),Various Artists,239442,0.992,,0.921,7,0.32,-3.673,1,50.0,0.209,107.518,4,5zTg8hLkN1xOxWYp6g0Zkc,The Death Of Us,0.107
3133,SUPERNØVA (feat. Marcus Bischoff of Heaven Shall Burn),GHØSTKID,225709,0.969,,0.0,4,0.389,-5.478,0,56.0,0.0914,74.965,4,1Vbmq7Tp3hRhrhUbDT7AME,SUPERNØVA (feat. Marcus Bischoff of Heaven Shall Burn),0.336
3134,Outsider God Creation,Tulkas,223588,0.911,,0.548,2,0.374,-6.731,1,31.0,0.0434,107.386,4,2DyYVbTGmphEo0xeqN6xkT,Outsider God Creation (O.G.C),0.538
3135,Eternal Forward Motion,Employed To Serve,229373,0.988,,1.21e-05,1,0.462,-3.367,1,34.0,0.141,168.629,4,4uKWBprG54xfDhgnmhM7FI,Eternal Forward Motion,0.207
3136,Locked (In My Head),Fit For A King,186020,0.973,,0.00561,0,0.421,-3.487,1,53.0,0.116,174.987,4,4UUZ6q9fMXFH4WG6SJ2mQP,Locked (In My Head),0.483
3137,Nightmare Logic,Power Trip,225245,0.991,,0.657,8,0.359,-4.028,0,55.0,0.0676,167.035,4,1kbwEcixFWVj5dFO9Kso3J,Executioner's Tax (Swing of the Axe),0.559
3138,Bird On A Chain,Florence Black,172572,0.941,,7.92e-06,10,0.346,-4.448,0,52.0,0.115,140.048,4,4IF5tqSLknKGYp0uQPZw6P,Bird On A Chain,0.553
3139,Habitual Decline,Like Moths To Flames,191548,0.986,,0.000851,6,0.29,-3.797,1,55.0,0.119,116.993,4,43EgxfBHcJr15V5tHOdRSQ,Habitual Decline,0.398
3140,Another World,Gojira,264947,0.877,,0.783,7,0.119,-5.044,0,62.0,0.0422,169.999,4,5hsq03E3do2gWhyOVV2Api,Another World,0.238
3141,Mother,In This Moment,249050,0.99,,0.0,6,0.129,-3.436,1,58.0,0.13,131.99,4,4pj2L6WbBAlevdxx6jgm32,"As Above, So Below",0.101
3142,Black Eyes Blue / CMFT Must Be Stopped (feat. Tech N9ne and Kid Bookie),Corey Taylor,314446,0.987,,0.00018,10,0.315,-3.565,0,59.0,0.0492,100.975,4,6fGw5N35sPLcmyN5T3XRv7,CMFT Must Be Stopped (feat. Tech N9ne and Kid Bookie),0.509
3143,Got Your Six,Five Finger Death Punch,206903,0.964,,1.14e-05,9,0.0564,-4.157,1,64.0,0.113,155.017,4,6efSwlK3LOlWOeKK9xlUKF,Jekyll and Hyde,0.712
3144,Dystopia,In Hearts Wake,205684,0.97,,3.07e-06,2,0.314,-3.483,1,43.0,0.134,126.654,3,5bRd3DF04r4vCZjFefBGVe,Dystopia,0.255
3145,"Project Regeneration, Vol. 1",Static-X,215280,0.947,,0.327,10,0.375,-7.267,0,51.0,0.0951,126.989,4,1NGBpjIrZIe0RagRFmyXfg,Bring You Down (Project Regeneration),0.204
3146,Holy Roller,Spiritbox,173174,0.951,,0.0107,1,0.937,-6.505,1,40.0,0.0853,161.174,4,464QoEFa53Et91wTKjLmTE,Holy Roller,0.167
3147,"We, the Sad",Tallah,300250,0.983,,0.00436,10,0.533,-2.633,1,43.0,0.263,164.635,4,6EOX6KJHh58SHxQYC8h1s3,"We, the Sad",0.432
3148,Viral,Amaranthe,181200,0.968,,1.53e-06,2,0.372,-6.297,1,45.0,0.0526,105.041,4,1iqgx6BkWYRorWDLwkpMJZ,Viral,0.583
3149,Hypa Hypa,Eskimo Callboy,213000,0.971,,0.0,4,0.0639,-4.043,1,65.0,0.0537,75.997,4,5tXgNRHlUyfrc7P5GgpwnI,Hypa Hypa,0.591
3150,Loose Threads,Hollow Front,291967,0.935,,0.0,4,0.136,-6.26,0,39.0,0.133,161.651,3,70AJAYFBkXnrd9mA6qz0wU,Afflicted,0.183
3151,Civil Unrest,Machine Head,299180,0.983,,0.0161,7,0.107,-4.222,1,46.0,0.16,164.41,4,3niNvr5rU58SPKdtGeMSJD,Bulletproof,0.215
3152,Knock Me Down,Tommy Lee,151488,0.881,,0.00914,10,0.699,-7.223,0,43.0,0.0623,170.105,4,1qwZ43K1PM1B9rHjpt3hXK,Knock Me Down,0.502
3153,Death Diviner,Soilwork,305813,0.955,,0.00399,4,0.368,-4.849,1,60.0,0.0617,106.016,4,4zx54sa1AiERlvrFyLMXtJ,Death Diviner,0.219
3154,Keep Your Distance,Malevolence,171492,0.926,,2.95e-05,2,0.265,-4.581,1,46.0,0.147,105.136,4,02p1jKVOK2yzCBvRP3DCzX,Keep Your Distance,0.592
3155,Akudama,Alpha Wolf,157412,0.993,,0.00123,1,0.33,-1.115,0,52.0,0.141,170.196,4,6WJHdM16lYFUz4mUnrULi9,Akudama,0.178
3156,Black Flame,Bury Tomorrow,233964,0.982,,5.41e-06,5,0.16,-3.779,0,56.0,0.0625,148.926,4,6REc2Tq4G2RW5zKXtusTLF,Black Flame - Single Edit,0.15
3157,Holy Hell,Architects,248880,0.979,,2.56e-05,2,0.153,-4.214,1,62.0,0.159,125.038,4,75R95k0ICuZBFVEjBauOtt,Doomsday,0.179
3158,Reroute to Remain,In Flames,220707,0.908,,0.856,0,0.0932,-5.466,0,58.0,0.0452,95.084,4,0dHogHUS4xgLOoFBt0ko1j,Cloud Connected,0.313
3159,System Of A Down,System Of A Down,153800,0.889,,0.00215,1,0.258,-2.693,1,70.0,0.261,131.073,4,31RTFPrB7wmYBhlkM2ILXG,Sugar,0.586
3160,Countdown To Extinction,Megadeth,246733,0.891,,0.0928,4,0.0657,-5.452,0,72.0,0.0587,139.903,4,51TG9W3y9qyO8BY5RXKgnZ,Symphony Of Destruction,0.51
3161,New Colossal Hate,Lamb of God,270746,0.995,,0.733,2,0.306,-3.222,1,5.0,0.217,199.887,3,4lRvl2PMPqavdm4Q1qNV0M,New Colossal Hate,0.149
3162,Torture,Cannibal Corpse,284400,0.977,,0.472,10,0.105,-5.036,0,52.0,0.0781,172.059,4,6V3SNkvi4BnfmZU0j7s9TQ,Scourge of Iron,0.339
3163,MASSIVE ADDICTIVE,Amaranthe,197853,0.914,,0.000255,7,0.0838,-3.929,1,64.0,0.0905,140.042,4,5VToMJACRoeT0YZNs5CYyp,Drop Dead Cynical,0.485
3164,I'm Not Right,Tetrarch,227552,0.947,,0.00389,5,0.399,-3.449,1,51.0,0.0866,199.976,4,6WjD2x0UB9p9dgoZmRsh0o,I'm Not Right,0.329
3165,Clayman,In Flames,294867,0.835,,0.766,0,0.289,-4.824,0,63.0,0.0449,104.986,4,0JBQnLKfLXmlkquabLtAgd,Only for the Weak,0.549
3166,Mezmerize,System Of A Down,255467,0.981,,0.0,1,0.218,-2.688,0,76.0,0.128,101.423,4,0EYOdF5FCkgOJJla8DI2Md,B.Y.O.B.,0.716
3167,Let The Chaos Reign,Pop Evil,198552,0.948,,0.691,9,0.139,-3.974,1,62.0,0.0456,107.975,4,01zEyqBizEZ1MDOaJ4nL4d,Let The Chaos Reign,0.549
3168,Silence in the Age of Apes,Avatar,261324,0.989,,0.479,7,0.28,-6.019,1,38.0,0.12,193.035,3,5irHTu17QhGh2QWcib4Re8,Silence in the Age of Apes,0.132
3169,Pressure Point,The Ghost Inside,230508,0.988,,0.0,4,0.224,-1.944,1,52.0,0.249,76.065,4,6dSMTj7IJuQc8rgKO10l0E,Pressure Point,0.189
